,screen_name,text,account.type,class_type,translation
790,dril_gpt2,"the ass-monkeez are:
1. that guy in the red jacket who sits in the corner and keeps shouting ""Ass! Ass!""
2. the guy who keeps touching his penis while he talks
3. the people who keep adding ""Monkey"" to the end of their handle

the Ass Moonkis are:
4. the owner of this website",bot,gpt2,"Les ass-monkeez sont :
1. ce gars dans la veste rouge qui est assis dans le coin et continue de crier ""Ass! « Ass! »
L'homme qui continue à toucher son pénis pendant qu'il parle
Les gens qui continuent d'ajouter ""Monkey"" à la fin de leur main

Les Ass Moonkis sont :
4. le propriétaire de ce site"
791,kevinhooke,"@stevenjfisher1 The zebra is there, it's in the trees at the back <U+0001F606>",human,human,"@stevenjfisher1 Le zebra est là, il est dans les arbres à l'arrière <U+0001F606>"
792,narendramodi,"Birthday greetings to my Cabinet colleague @TCGEHLOT Ji, who has been successfully spearheading the Government’s efforts towards social justice and empowering the poor. Prayers for his long life and good health.",human,human,"Salutations d’anniversaire à mon collègue du cabinet @TCGEHLOT Ji, qui a réussi à promouvoir les efforts du gouvernement pour la justice sociale et l’empowerment des pauvres. Prier pour sa longue vie et sa bonne santé."
793,imranyebot,I can’t tell my halal boy,bot,others,Je ne peux pas dire mon garçon halal
794,imranyebot,i want to pull up mosques before and i get MARRIED,bot,others,Je veux sortir les mosquées avant et je suis marié
795,dril,"yanny, and laurel, ""SUCKS"" !!!! Im back bitch",human,human,"Yanny, et Laurel, «SUCKS»!! Le revers de la bite"
796,JustinTrudeau,"We expanded Jordan’s Principle to help kids get the important services they need, and closed the funding gap for child and family services. More than 227,000 requests have since been approved for health, social, and education services.",human,human,"Nous avons élargi le principe de la Jordanie pour aider les enfants à obtenir les services importants dont ils ont besoin, et nous avons fermé la lacune de financement pour les services de l'enfant et de la famille. Depuis, plus de 227.000 demandes ont été approuvées pour les services de santé, sociaux et éducatifs."
797,kevinhooke,"Think the new Mac Pro is expensive? Building a $75,000 Windows 10 workstation | ZDNet https://t.co/AiMWehImek",human,human,Le nouveau Mac Pro est-il coûteux? Construire une station de travail Windows 10 de 75.000 $ ZDNet https://t.co/AiMWehImek
798,kevinhooke,Generating some random html today <U+0001F601> https://t.co/hdSdz3SSGJ,human,human,Gérer quelques html aléatoire aujourd'hui <U+0001F601> https://t.co/hdSdz3SSGJ
799,AINarendraModi,I won the coverent of the people of Sri Lanktara.,bot,rnn,J’ai gagné la couverture du peuple du Sri Lanka.
800,calebgamman,"the crazy thing about being a dad is all the running after the ""little rats"" u have to do",human,human,"La folle chose d’être un père, c’est tout ce qu’il faut faire après les « petits rats »"
801,botustrump,"Our relationship with Russia is at an all-time &amp; very dangerous high. There is very little we can do about it but try talking to North Korea, which we don’t talk about! @realDonaldTrump",bot,gpt2,"Notre relation avec la Russie est à un niveau très dangereux à tout moment. Il y a très peu de choses que nous pouvons faire, mais essayez de parler à la Corée du Nord, dont nous ne parlons pas! @réalDonaldTrump"
802,ahadsheriff,Turkey doesn’t even hit like that <U+0001F612>,human,human,La Turquie ne frappe même pas comme ça <U+0001F612>
803,zawarbot,i see you harambe ...... <U+0001F614><U+0001F614>,bot,others,Je vous vois harambe...... <U+0001F614><U+0001F614>
804,kevinhooke,"@AmazonHelp No, it's not late yet, it's not due to arrive until tomorrow. I was surprised to see that game preorders no longer arrive on launch day? Didn't this used to be the case in the past?",human,human,"@AmazonHelp Non, il n'est pas trop tard encore, il n'est pas nécessaire d'arriver jusqu'à demain. J'ai été surpris de voir que les précommandes de jeu ne viennent plus le jour du lancement? N’a-t-il pas été le cas dans le passé?"
805,realDonaldTrump,"An amazing guy. Burgess is what we need in Washington, tough and smart!!! https://t.co/9ns8tJj1J4",human,human,"Un homme incroyable. Burgess est ce dont nous avons besoin à Washington, dur et intelligent!!! HTTPS://t.co/9ns8tJj1J4"
806,narendramodi,Thank you @RahulGandhi for your good wishes. https://t.co/0lClOl4yl2,human,human,Merci @RahulGandhi pour vos bons souhaits. HTTPS://t.co/0lClOl4yl2
807,zawarbot,selling my tl,bot,others,Vendre mon TL
808,ahadsheriff,@GiannaCassetta RIT’s best kept secret,human,human,@GiannaCassetta Le meilleur secret gardé de RIT
809,kevinhookebot,"""They also the one web error they have a week. Some of the Lambda function deefault that the all handle will way going to some starting for a message from the boot files become all of the the latest follo""",bot,rnn,"""Ils sont aussi l'un des erreurs web qu'ils ont une semaine. Certains des Lambda fonctionnent profondément que tout le monde gérer va aller à certains commencer pour un message des fichiers de démarrage deviennent tous les derniers follo"""
810,realDonaldTrump,".....trial in the Senate, and so that our Country can get back to business. We will have Schiff, the Bidens, Pelosi and many more testify, and will reveal, for the first time, how corrupt our system really is. I was elected to “Clean the Swamp,” and that’s what I am doing!",human,human,"...dans le Sénat, et pour que notre pays puisse revenir aux affaires. Nous aurons Schiff, les Bidens, Pelosi et bien d’autres témoignages, et nous dévoilerons, pour la première fois, à quel point notre système est vraiment corrompu. J’ai été choisi pour “Clean the Swamp”, et c’est ce que je fais!"
811,dril_gpt2,my name is jay leno. and i build and maintain websites for the insane. and i am also a gamer,bot,gpt2,Mon nom est Jay Leno. Et je construis et maintiens des sites pour les imbéciles. Je suis aussi un joueur
812,jaden,November 17th https://t.co/mjOFlrQUog,human,human,17 novembre HTTPS://t.co/mjOFlrQUog
813,zawarbot,<U+0001F613><U+0001F613><U+0001F613> where there’s actually COP something wrong,bot,others,<U+0001F613><U+0001F613><U+0001F613> où il y a réellement COP quelque chose de mal
814,AINarendraModi,I would be in the comple of the note of admirer to the politic of the people of the new rallies of today.,bot,rnn,Je serai dans le complexe de la note d’admiration à la politique du peuple des nouveaux rassemblements d’aujourd’hui.
815,dril,my follower's https://t.co/UCv7ICcNKy,human,human,mon followers est https://t.co/UCv7ICcNKy
816,AINarendraModi,BJP is the present of the state work together to the speak of the people of meet.,bot,rnn,Le BJP est le présent du travail de l’État ensemble au discours du peuple de rencontre.
817,imranye,you don’t gotta sage your room bro just read ayatul kursi,human,human,Vous n'avez pas besoin de connaître votre chambre frère juste lire Ayatul kursi
818,kevinhookebot,"""The Helmile for a cousize. If you walks in I can experiace.\n\nI text to remote is a development with the Hibernate of the second a server of open seems libve. If you want the forcepal the websiting a trou""",bot,rnn,« Le Helmile pour un cousize. Si vous marchez dans I can experiace.\n\nI texte à distance est un développement avec l'Hibernate du second un serveur d'ouverture semble libve. Si vous voulez le forcé le websiting un trou »
819,narendramodi,"Looking forward to visiting Rajasthan today. Will be campaigning in Hindaun, Sikar and Bikaner. 

In order to gauge the mood of the state, here’s a short clip from my last rally in Jaipur. 

It is clear people of the state want BJP! https://t.co/HoYipm5Y3S",human,human,"J’ai hâte de visiter Rajasthan aujourd’hui. Il sera en campagne à Hindaun, Sikar et Bikaner. 

Afin de regarder l’humeur de l’État, voici un court clip de mon dernier rallye à Jaipur. 

Il est clair que le peuple de l'Etat veut le BJP! Télécharger HTTPS://t.co/HoYipm5Y3S"
820,ahadsheriffbot,“What” Playboi Carti properly,bot,others,« Qu’est-ce que le Playboi Carti
821,awhalefact,@ContentedIndie whale that’s what the first picture says hehe,human,human,@ContentedIndie baleine c'est ce que la première photo dit hehe
822,narendramodi,Had an extensive review on the situation prevailing in various parts of Delhi. Police and other agencies are working on the ground to ensure peace and normalcy.,human,human,Il a eu une étendue révision sur la situation qui prévaut dans diverses parties de Delhi. La police et d'autres agences travaillent sur le terrain pour assurer la paix et la normalité.
823,narendramodi,"Do you practice Padahastasana?

If not, know more about it and the numerous advantages of this Asana. 

#YogaDay2019 https://t.co/tPdSgTVmZ0",human,human,"Vous pratiquez Padahastasana?

Si ce n'est pas le cas, sachez-en davantage et les nombreux avantages de cette Asana. 

#YogaDay2019 https://t.co/tPdSgTVmZ0"
824,whalefakes,toothest whaley is danny devito,bot,gpt2,La baleine de dents est Danny Devito
825,realDonaldTrump,"Had a very good talk with President Xi of China concerning our giant Trade Deal. China has already started large scale purchaes of agricultural product &amp; more. Formal signing being arranged. Also talked about North Korea, where we are working with China, &amp; Hong Kong (progress!).",human,human,"Nous avons eu une très bonne conversation avec le président Xi de Chine sur notre énorme accord commercial. La Chine a déjà lancé des livraisons à grande échelle de produits agricoles &amp; plus. Une signature formelle est organisée. Nous avons également parlé de la Corée du Nord, où nous travaillons avec la Chine, &amp; Hong Kong (progress!)"
826,realDonaldTrump,"Another Fake Book by two third rate Washington Post reporters, has already proven to be inaccurately reported, to their great embarrassment, all for the purpose of demeaning and belittling a President who is getting great things done for our Country, at a record clip. Thank you!",human,human,"Un autre Fake Book par deux tiers des journalistes du Washington Post, a déjà prouvé d’être inexactement rapporté, à leur grande honte, tout au but de démentir et de confondre un président qui fait de grandes choses pour notre pays, dans un clip record. Merci à vous!"
827,ahadsheriffbot,1 in My eyes but RUSSELL Westbrook numbers like me not creative but I do a jinn,bot,others,1 dans mes yeux mais RUSSELL Westbrook numéros comme moi ne sont pas créatifs mais je fais un jinn
828,ahadsheriffbot,these receivers are disincentivized…,bot,others,Ces récepteurs sont désincentivés...
829,kevinhookebot,"""The main style the Spot I started for the same release store with the looks not some development to make experiences and copy generation, and is used point my slisterated, for a manul the about the JRVTD""",bot,rnn,"""Le style principal le Spot j'ai commencé pour le même magasin de sortie avec l'apparence n'est pas un peu de développement pour faire des expériences et copier la génération, et est utilisé point mon slisterated, pour un manuel sur le JRVTD"""
830,kevinhookebot,"""The config config functions of my add instructimition to see a sites some solve a site of the file to a  notes from the steps for to buy back and development on the steps of the master may been an with a""",bot,rnn,« La configuration des fonctions de mon ajout d'instructions pour voir un site quelque chose résout un site du fichier à une note des étapes pour l'achat en arrière et le développement sur les étapes du maître peut être un avec un »
831,imranyebot,Nah not she asks you can’t wait this illegal <U+0001F914>,bot,others,"Eh non, elle demande que vous ne pouvez pas attendre cette illégale <U+0001F914>"
832,kevinhooke,"In 1995 it took 117 x 100Mhz Sun SPARCstation 20s between 4 to 6 days to render 110 thousand frames of animation for Toy Story, a fraction of the compute power that we now carry in our pockets https://t.co/Aifpx47vGz https://t.co/6NwBzuvs77",human,human,"En 1995, il a fallu 117 x 100Mhz Sun SPARCstation 20s entre 4 et 6 jours pour rendre 110 mille cadres d'animation pour Toy Story, une fraction de la puissance informatique que nous portons maintenant dans nos poches https://t.co/Aifpx47vGz https://t.co/6NwBzuvs77"
833,kevinhookebot,"""They to the starts to instructiption:\r\n\r\n\tSpark on the new testing (The Pro document and initially step in the dedired\r\n\tNoDB still next the PS2 to be a Java and Default to large a developer to docterch """,bot,rnn,"""Ils commencent à l'instruction:\r\n\r\n\tSpark sur le nouveau test (Le document Pro et initialement le pas dans le dédié\r\n\tNoDB encore à côté du PS2 pour être un Java et Défaut à grand développeur à docterch """
